Name,Country_code,Country,Cultural_Group,Cleaned_Name,Token_Count
 Chelsey Patterson,ar_EG,EG,African,Chelsey Patterson,3
 Jamie Roth,ar_EG,EG,African,Jamie Roth,2
 Gordon Walker,ar_EG,EG,African,Gordon Walker,3
 Nathaniel Campbell,ar_EG,EG,African,Nathaniel Campbell,4
 Christopher Rodgers,ar_EG,EG,African,Christopher Rodgers,2
 Cheryl Hernandez,ar_EG,EG,African,Cheryl Hernandez,3
 Joseph Castaneda,ar_EG,EG,African,Joseph Castaneda,4
 Jasmine Burgess,ar_EG,EG,African,Jasmine Burgess,3
 Connor Oneal,ar_EG,EG,African,Connor Oneal,3
Debra Garcia,ar_EG,EG,African,Debra Garcia,3
 Jennifer Barrett,ar_EG,EG,African,Jennifer Barrett,2
 Kelly Foster,ar_EG,EG,African,Kelly Foster,2
 Brian Vasquez,ar_EG,EG,African,Brian Vasquez,3
 Eric Hunt,ar_EG,EG,African,Eric Hunt,2
 Peter Leach,ar_EG,EG,African,Peter Leach,3
 Richard Frey,ar_EG,EG,African,Richard Frey,3
David Velez,ar_EG,EG,African,David Velez,4
 Derrick Harris,ar_EG,EG,African,Derrick Harris,3
 Mark Cook,ar_EG,EG,African,Mark Cook,2
 Anna Kelley,ar_EG,EG,African,Anna Kelley,2
 Cody Howard,ar_EG,EG,African,Cody Howard,3
 Joshua Reeves,ar_EG,EG,African,Joshua Reeves,3
 Jessica King,ar_EG,EG,African,Jessica King,2
 Robert Olson,ar_EG,EG,African,Robert Olson,2
 Julie Valencia,ar_EG,EG,African,Julie Valencia,3
 Jessica Donovan,ar_EG,EG,African,Jessica Donovan,2
 Amanda Sherman,ar_EG,EG,African,Amanda Sherman,3
 Dana Church,ar_EG,EG,African,Dana Church,3
 Cory Atkins,ar_EG,EG,African,Cory Atkins,3
 Allen Pham,ar_EG,EG,African,Allen Pham,3
 Raymond Mitchell,ar_EG,EG,African,Raymond Mitchell,3
 Kristin Moore,ar_EG,EG,African,Kristin Moore,3
 Michael Black,ar_EG,EG,African,Michael Black,2
 Kimberly Burns,ar_EG,EG,African,Kimberly Burns,4
 Kimberly Matthews,ar_EG,EG,African,Kimberly Matthews,4
 Juan Mann,ar_EG,EG,African,Juan Mann,2
 Debra Mitchell,ar_EG,EG,African,Debra Mitchell,3
 Cynthia Chan,ar_EG,EG,African,Cynthia Chan,3
 Raymond Kaufman,ar_EG,EG,African,Raymond Kaufman,4
 Mary Christensen,ar_EG,EG,African,Mary Christensen,3
 Barry Miller,ar_EG,EG,African,Barry Miller,3
 Jasmin Thompson,ar_EG,EG,African,Jasmin Thompson,4
 Melissa Sutton,ar_EG,EG,African,Melissa Sutton,3
 Jeanne Contreras,ar_EG,EG,African,Jeanne Contreras,4
 John Mills,ar_EG,EG,African,John Mills,2
William Johnson,ar_EG,EG,African,William Johnson,2
 Debra Adams,ar_EG,EG,African,Debra Adams,3
 Dr. Peter Brown,ar_EG,EG,African,Peter Brown,2
 Kelsey Jensen,ar_EG,EG,African,Kelsey Jensen,3
 Kathy Vazquez,ar_EG,EG,African,Kathy Vazquez,5
 Jesse Sandoval,ar_EG,EG,African,Jesse Sandoval,5
 Ryan Gill,ar_EG,EG,African,Ryan Gill,2
 Raymond Lopez,ar_EG,EG,African,Raymond Lopez,3
 Mr. Christopher Love,ar_EG,EG,African,Christopher Love,2
 Heather Price,ar_EG,EG,African,Heather Price,3
 Lance Walker,ar_EG,EG,African,Lance Walker,3
 Cynthia Boyle,ar_EG,EG,African,Cynthia Boyle,3
 Jesus Adams,ar_EG,EG,African,Jesus Adams,2
 Nancy Williams,ar_EG,EG,African,Nancy Williams,3
 Lindsey Brewer,ar_EG,EG,African,Lindsey Brewer,4
 Kurt Gray,ar_EG,EG,African,Kurt Gray,3
 Terry Wright,ar_EG,EG,African,Terry Wright,3
 Melissa Schmidt,ar_EG,EG,African,Melissa Schmidt,3
 Bradley Jones,ar_EG,EG,African,Bradley Jones,3
 George Bradley,ar_EG,EG,African,George Bradley,2
 Sarah Patterson,ar_EG,EG,African,Sarah Patterson,2
 Kenneth Griffith,ar_EG,EG,African,Kenneth Griffith,3
 Jamie Walsh,ar_EG,EG,African,Jamie Walsh,2
 Karen Vasquez,ar_EG,EG,African,Karen Vasquez,3
 Rhonda Riley,ar_EG,EG,African,Rhonda Riley,3
Catherine Ward,ar_EG,EG,African,Catherine Ward,3
 Amber Diaz,ar_EG,EG,African,Amber Diaz,3
 Kenneth Norman,ar_EG,EG,African,Kenneth Norman,3
 Lauren Mcdaniel,ar_EG,EG,African,Lauren Mcdaniel,5
 Christina Diaz,ar_EG,EG,African,Christina Diaz,3
 Lisa Larson,ar_EG,EG,African,Lisa Larson,2
 Dr. Dave Williams,ar_EG,EG,African,Dave Williams,2
 Karen Montgomery,ar_EG,EG,African,Karen Montgomery,2
 Matthew Howard,ar_EG,EG,African,Matthew Howard,2
 Ryan Roberts,ar_EG,EG,African,Ryan Roberts,2
 Denise Taylor,ar_EG,EG,African,Denise Taylor,3
 Tyler Jackson,ar_EG,EG,African,Tyler Jackson,2
 Wayne Medina,ar_EG,EG,African,Wayne Medina,3
 Ronald Marquez,ar_EG,EG,African,Ronald Marquez,4
 Michael Armstrong,ar_EG,EG,African,Michael Armstrong,2
 Donald Harrington,ar_EG,EG,African,Donald Harrington,3
 Margaret Baker,ar_EG,EG,African,Margaret Baker,3
 Anthony Nolan,ar_EG,EG,African,Anthony Nolan,2
 Miss Karina Pena,ar_EG,EG,African,Karina Pena,4
 David Little,ar_EG,EG,African,David Little,2
 Danielle Graham,ar_EG,EG,African,Danielle Graham,3
 Brian Smith,ar_EG,EG,African,Brian Smith,2
 Nicholas Wood,ar_EG,EG,African,Nicholas Wood,3
 Jean Nguyen,ar_EG,EG,African,Jean Nguyen,2
 Sara Marquez,ar_EG,EG,African,Sara Marquez,4
 Diana Torres,ar_EG,EG,African,Diana Torres,3
 Megan Gutierrez,ar_EG,EG,African,Megan Gutierrez,4
 Tammy Brown,ar_EG,EG,African,Tammy Brown,3
 Samuel Copeland,ar_EG,EG,African,Samuel Copeland,4
 James Wallace IV,ar_EG,EG,African,James Wallace IV,3
 Christopher Reed,ar_EG,EG,African,Christopher Reed,2
 Patricia Baldwin,ar_EG,EG,African,Patricia Baldwin,3
 Ashley Huber,ar_EG,EG,African,Ashley Huber,4
 Danny Thompson,ar_EG,EG,African,Danny Thompson,2
 Cassandra Cortez,ar_EG,EG,African,Cassandra Cortez,4
 Brian Adams,ar_EG,EG,African,Brian Adams,2
 Donna Duke,ar_EG,EG,African,Donna Duke,3
 Chad Brown,ar_EG,EG,African,Chad Brown,3
 Miranda Brown,ar_EG,EG,African,Miranda Brown,3
 Keith Hall,ar_EG,EG,African,Keith Hall,2
 Nicole Kirby,ar_EG,EG,African,Nicole Kirby,3
 Laurie Roberts,ar_EG,EG,African,Laurie Roberts,4
 Thomas Montes,ar_EG,EG,African,Thomas Montes,3
 Candice Atkins,ar_EG,EG,African,Candice Atkins,4
 Kristin Zimmerman,ar_EG,EG,African,Kristin Zimmerman,3
 Steven Murray,ar_EG,EG,African,Steven Murray,2
 Chad Little,ar_EG,EG,African,Chad Little,3
 Shawn Barber,ar_EG,EG,African,Shawn Barber,3
 James Taylor,ar_EG,EG,African,James Taylor,2
 Ryan Blackwell,ar_EG,EG,African,Ryan Blackwell,3
 Kaitlyn Hunter,ar_EG,EG,African,Kaitlyn Hunter,4
Bryan Kemp,ar_EG,EG,African,Bryan Kemp,3
 Lisa Nelson,ar_EG,EG,African,Lisa Nelson,2
 Rachel Cooper,ar_EG,EG,African,Rachel Cooper,2
 Tiffany Jones,ar_EG,EG,African,Tiffany Jones,3
 Stephanie Smith,ar_EG,EG,African,Stephanie Smith,4
 Mrs. Lindsey Mueller PhD,ar_EG,EG,African,Lindsey Mueller PhD,5
 Heather Hill,ar_EG,EG,African,Heather Hill,3
 Stephanie Moore,ar_EG,EG,African,Stephanie Moore,4
 Kirk Bryant,ar_EG,EG,African,Kirk Bryant,3
 Nancy Smith DVM,ar_EG,EG,African,Nancy Smith DVM,5
 Benjamin White,ar_EG,EG,African,Benjamin White,3
Melanie Mathews,ar_EG,EG,African,Melanie Mathews,4
 Jeffrey Williams,ar_EG,EG,African,Jeffrey Williams,3
 Ashley Pratt,ar_EG,EG,African,Ashley Pratt,3
 Jeffrey Duarte,ar_EG,EG,African,Jeffrey Duarte,4
 Corey Stewart,ar_EG,EG,African,Corey Stewart,3
 Vanessa Walters,ar_EG,EG,African,Vanessa Walters,3
 Richard Edwards,ar_EG,EG,African,Richard Edwards,2
 Aaron Romero MD,ar_EG,EG,African,Aaron Romero MD,3
 Frances Clark,ar_EG,EG,African,Frances Clark,3
 Brian Villegas,ar_EG,EG,African,Brian Villegas,4
 Amanda Morrow,ar_EG,EG,African,Amanda Morrow,3
 Melissa Vang,ar_EG,EG,African,Melissa Vang,4
 Jamie Johnson,ar_EG,EG,African,Jamie Johnson,2
 Jennifer Mullen,ar_EG,EG,African,Jennifer Mullen,3
 Michele Farley,ar_EG,EG,African,Michele Farley,5
 Misty Rivera,ar_EG,EG,African,Misty Rivera,3
 Craig Kim,ar_EG,EG,African,Craig Kim,2
 Amber Jenkins,ar_EG,EG,African,Amber Jenkins,3
 Carol Benson,ar_EG,EG,African,Carol Benson,2
 Wendy Ross,ar_EG,EG,African,Wendy Ross,4
 Danielle Jensen,ar_EG,EG,African,Danielle Jensen,3
 Steven Escobar,ar_EG,EG,African,Steven Escobar,3
 Robert Kane,ar_EG,EG,African,Robert Kane,2
 Caitlin Henson,ar_EG,EG,African,Caitlin Henson,5
 William Flores,ar_EG,EG,African,William Flores,2
 James Chen,ar_EG,EG,African,James Chen,2
 Ruth Cohen,ar_EG,EG,African,Ruth Cohen,3
 Shawn Patrick,ar_EG,EG,African,Shawn Patrick,3
 Shelby Williams,ar_EG,EG,African,Shelby Williams,4
 Karen Mills,ar_EG,EG,African,Karen Mills,2
 Joseph Fischer,ar_EG,EG,African,Joseph Fischer,2
 Daniel Osborn,ar_EG,EG,African,Daniel Osborn,3
 Thomas Price,ar_EG,EG,African,Thomas Price,2
 Diana Logan,ar_EG,EG,African,Diana Logan,3
 Roy Morales,ar_EG,EG,African,Roy Morales,2
 Lori Hall,ar_EG,EG,African,Lori Hall,3
 Steven Montes,ar_EG,EG,African,Steven Montes,3
 Selena Brooks,ar_EG,EG,African,Selena Brooks,3
 Mr. Mark Martin,ar_EG,EG,African,Mark Martin,2
 Derrick Cisneros,ar_EG,EG,African,Derrick Cisneros,6
 William House,ar_EG,EG,African,William House,2
 Laura Hill,ar_EG,EG,African,Laura Hill,2
 Heidi Jenkins,ar_EG,EG,African,Heidi Jenkins,3
 Dawn Juarez,ar_EG,EG,African,Dawn Juarez,4
 Timothy Bailey,ar_EG,EG,African,Timothy Bailey,3
 Laura Russell,ar_EG,EG,African,Laura Russell,2
 Sandra Morgan,ar_EG,EG,African,Sandra Morgan,3
 Joshua Mata,ar_EG,EG,African,Joshua Mata,3
 Mr. Phillip Vega,ar_EG,EG,African,Phillip Vega,3
 Jordan Hart,ar_EG,EG,African,Jordan Hart,2
 Madeline Ray,ar_EG,EG,African,Madeline Ray,3
 Mrs. Patricia Sanchez,ar_EG,EG,African,Patricia Sanchez,3
 Anthony Castaneda,ar_EG,EG,African,Anthony Castaneda,4
 Jonathan Frey,ar_EG,EG,African,Jonathan Frey,3
 Sara Walsh,ar_EG,EG,African,Sara Walsh,3
 Ariel Whitney,ar_EG,EG,African,Ariel Whitney,3
 Samantha Myers,ar_EG,EG,African,Samantha Myers,4
 Abigail Lowery,ar_EG,EG,African,Abigail Lowery,4
 Jonathan Crane,ar_EG,EG,African,Jonathan Crane,2
 Brooke Nash,ar_EG,EG,African,Brooke Nash,3
 Sandra Medina,ar_EG,EG,African,Sandra Medina,3
 Mary Griffin,ar_EG,EG,African,Mary Griffin,2
 Valerie Campbell DDS,ar_EG,EG,African,Valerie Campbell DDS,4
 Sean Sutton,ar_EG,EG,African,Sean Sutton,2
 Mary Foster,ar_EG,EG,African,Mary Foster,2
 Rodney Williams,ar_EG,EG,African,Rodney Williams,3
Mary Barrett,ar_EG,EG,African,Mary Barrett,2
 Sarah Shaw,ar_EG,EG,African,Sarah Shaw,2
 Gina Rodgers,ar_EG,EG,African,Gina Rodgers,3
 Richard Coleman,ar_EG,EG,African,Richard Coleman,2
 Shannon Jones DVM,ar_EG,EG,African,Shannon Jones DVM,5
 William Stevens,ar_EG,EG,African,William Stevens,2
 Joshua Hudson,ar_EG,EG,African,Joshua Hudson,3
 Jeffery Lane,ar_EG,EG,African,Jeffery Lane,3
 Dawn Harrison,ar_EG,EG,African,Dawn Harrison,3
 Angela Lester,ar_EG,EG,African,Angela Lester,3
 Christine Trujillo,ar_EG,EG,African,Christine Trujillo,5
 Tommy Nguyen,ar_EG,EG,African,Tommy Nguyen,3
 Angela Fuller,ar_EG,EG,African,Angela Fuller,3
 Savannah Ray,ar_EG,EG,African,Savannah Ray,4
 Cheryl Rodriguez,ar_EG,EG,African,Cheryl Rodriguez,3
 Daniel Gay,ar_EG,EG,African,Daniel Gay,2
 Chad Armstrong,ar_EG,EG,African,Chad Armstrong,3
 Joanne Bright,ar_EG,EG,African,Joanne Bright,3
 Jordan Davis,ar_EG,EG,African,Jordan Davis,2
 Karen Tucker,ar_EG,EG,African,Karen Tucker,2
 John Walker,ar_EG,EG,African,John Walker,2
Miss Stacey Cantrell PhD,ar_EG,EG,African,Stacey Cantrell PhD,5
 Anna Hayden,ar_EG,EG,African,Anna Hayden,2
 Olivia Gray,ar_EG,EG,African,Olivia Gray,3
 Joseph Barton,ar_EG,EG,African,Joseph Barton,2
Joanna Jackson,ar_EG,EG,African,Joanna Jackson,3
 Samantha Malone,ar_EG,EG,African,Samantha Malone,4
 David Greene,ar_EG,EG,African,David Greene,2
 Jordan Caldwell,ar_EG,EG,African,Jordan Caldwell,2
 Kevin Harper,ar_EG,EG,African,Kevin Harper,2
 Walter Graham,ar_EG,EG,African,Walter Graham,3
 Dustin Sanders,ar_EG,EG,African,Dustin Sanders,3
 Jason Young,ar_EG,EG,African,Jason Young,2
 Paul Cruz,ar_EG,EG,African,Paul Cruz,2
 Martha Mercer,ar_EG,EG,African,Martha Mercer,3
 Bethany Boone,ar_EG,EG,African,Bethany Boone,3
 Kelly Torres,ar_EG,EG,African,Kelly Torres,2
 Shawn Reed,ar_EG,EG,African,Shawn Reed,3
 Christine Peterson,ar_EG,EG,African,Christine Peterson,3
 Nicole Morris,ar_EG,EG,African,Nicole Morris,3
 Ashley Anderson,ar_EG,EG,African,Ashley Anderson,3
 Christian Melendez,ar_EG,EG,African,Christian Melendez,3
Sharon Stewart,ar_EG,EG,African,Sharon Stewart,3
 Molly Graham,ar_EG,EG,African,Molly Graham,3
 Zachary Martin,ar_EG,EG,African,Zachary Martin,4
 Jerome Johnson,ar_EG,EG,African,Jerome Johnson,3
 Sherry Lewis,ar_EG,EG,African,Sherry Lewis,3
 Jeffrey Harris,ar_EG,EG,African,Jeffrey Harris,3
 David Conner,ar_EG,EG,African,David Conner,3
 Jerry Quinn,ar_EG,EG,African,Jerry Quinn,2
 William Bennett,ar_EG,EG,African,William Bennett,2
 Derrick Young,ar_EG,EG,African,Derrick Young,3
 Douglas Hernandez,ar_EG,EG,African,Douglas Hernandez,3
 Sabrina Wyatt,ar_EG,EG,African,Sabrina Wyatt,3
 Amber Villegas,ar_EG,EG,African,Amber Villegas,5
 Nicholas Rosales,ar_EG,EG,African,Nicholas Rosales,4
 Valerie Anderson,ar_EG,EG,African,Valerie Anderson,3
 Angela Faulkner,ar_EG,EG,African,Angela Faulkner,5
 Nicholas Willis,ar_EG,EG,African,Nicholas Willis,3
 Nichole Peck,ar_EG,EG,African,Nichole Peck,4
 Karen Blanchard,ar_EG,EG,African,Karen Blanchard,3
 Monica Green,ar_EG,EG,African,Monica Green,3
 Jack Gonzales,ar_EG,EG,African,Jack Gonzales,3
 Jeffrey Hood,ar_EG,EG,African,Jeffrey Hood,3
 Eric Bennett,ar_EG,EG,African,Eric Bennett,2
 Ryan Stout,ar_EG,EG,African,Ryan Stout,2
 John Boyd,ar_EG,EG,African,John Boyd,2
 James Jackson,ar_EG,EG,African,James Jackson,2
 Jennifer Schroeder,ar_EG,EG,African,Jennifer Schroeder,3
 Crystal Santana,ar_EG,EG,African,Crystal Santana,2
 Karl Allen,ar_EG,EG,African,Karl Allen,3
 Dylan Cross,ar_EG,EG,African,Dylan Cross,3
 Christopher Porter,ar_EG,EG,African,Christopher Porter,2
 Jose Smith,ar_EG,EG,African,Jose Smith,2
 Joanna Mcguire,ar_EG,EG,African,Joanna Mcguire,5
 Sarah Vega,ar_EG,EG,African,Sarah Vega,2
 Thomas King,ar_EG,EG,African,Thomas King,2
 Diana Levy,ar_EG,EG,African,Diana Levy,3
 Melissa Mcgee,ar_EG,EG,African,Melissa Mcgee,4
 Bill Gardner,ar_EG,EG,African,Bill Gardner,2
 Shane Robbins,ar_EG,EG,African,Shane Robbins,3
 Alex Marsh,ar_EG,EG,African,Alex Marsh,2
 Christopher Vance,ar_EG,EG,African,Christopher Vance,2
 Mr. Scott Moore DDS,ar_EG,EG,African,Scott Moore DDS,3
 Jerry Hernandez,ar_EG,EG,African,Jerry Hernandez,2
 Chase Carlson,ar_EG,EG,African,Chase Carlson,3
 Melissa Turner,ar_EG,EG,African,Melissa Turner,3
 Sabrina Velez,ar_EG,EG,African,Sabrina Velez,5
 Evan Jones,ar_EG,EG,African,Evan Jones,3
 Kimberly Casey,ar_EG,EG,African,Kimberly Casey,4
 Paul Thompson,ar_EG,EG,African,Paul Thompson,2
 Dawn Sawyer,ar_EG,EG,African,Dawn Sawyer,3
 Richard Morris,ar_EG,EG,African,Richard Morris,2
 Dalton Strickland,ar_EG,EG,African,Dalton Strickland,5
 Beth Craig,ar_EG,EG,African,Beth Craig,2
 Sarah Cortez,ar_EG,EG,African,Sarah Cortez,3
 Robin Hays,ar_EG,EG,African,Robin Hays,3
 Jacob Olson,ar_EG,EG,African,Jacob Olson,2
 Beth Thornton,ar_EG,EG,African,Beth Thornton,2
 Adrian Reyes,ar_EG,EG,African,Adrian Reyes,3
 Philip Holmes,ar_EG,EG,African,Philip Holmes,2
 Deborah Castro,ar_EG,EG,African,Deborah Castro,3
 Michael Mcdonald,ar_EG,EG,African,Michael Mcdonald,4
 Robert Berg,ar_EG,EG,African,Robert Berg,2
 Mercedes Johnson,ar_EG,EG,African,Mercedes Johnson,3
 Jennifer Small,ar_EG,EG,African,Jennifer Small,2
 Jennifer Mccarthy,ar_EG,EG,African,Jennifer Mccarthy,5
 Mitchell Thompson,ar_EG,EG,African,Mitchell Thompson,3
 Benjamin Webster,ar_EG,EG,African,Benjamin Webster,3
 Alexander Weber,ar_EG,EG,African,Alexander Weber,2
 Connor Dudley,ar_EG,EG,African,Connor Dudley,2
 Peter Beck,ar_EG,EG,African,Peter Beck,2
 Danielle Cook,ar_EG,EG,African,Danielle Cook,3
 Ashley King,ar_EG,EG,African,Ashley King,3
 Tiffany Wallace,ar_EG,EG,African,Tiffany Wallace,3
 Raymond Allen,ar_EG,EG,African,Raymond Allen,3
 Ronald Miller,ar_EG,EG,African,Ronald Miller,3
 Jimmy Moore,ar_EG,EG,African,Jimmy Moore,2
 Alyssa Ford,ar_EG,EG,African,Alyssa Ford,4
 Philip Burke,ar_EG,EG,African,Philip Burke,2
 Daniel Barton,ar_EG,EG,African,Daniel Barton,2
 Michael Love,ar_EG,EG,African,Michael Love,2
 Laura White,ar_EG,EG,African,Laura White,2
 Jerry Melendez,ar_EG,EG,African,Jerry Melendez,3
 Rebecca Flores,ar_EG,EG,African,Rebecca Flores,3
 Jessica Rogers,ar_EG,EG,African,Jessica Rogers,2
 Priscilla Williams,ar_EG,EG,African,Priscilla Williams,4
 Gregory Powell,ar_EG,EG,African,Gregory Powell,3
 Calvin Scott,ar_EG,EG,African,Calvin Scott,3
 Katherine Cruz,ar_EG,EG,African,Katherine Cruz,3
 Joshua Greer,ar_EG,EG,African,Joshua Greer,4
 Annette Oliver,ar_EG,EG,African,Annette Oliver,3
 Juan Nguyen,ar_EG,EG,African,Juan Nguyen,2
 Mrs. Carla Holmes DVM,ar_EG,EG,African,Carla Holmes DVM,5
 Paula Welch DVM,ar_EG,EG,African,Paula Welch DVM,5
 Haley Alvarez,ar_EG,EG,African,Haley Alvarez,3
 Brenda Johnson,ar_EG,EG,African,Brenda Johnson,4
 Rachael Wilcox,ar_EG,EG,African,Rachael Wilcox,5
 Daniel Carlson,ar_EG,EG,African,Daniel Carlson,2
 Angel Guzman,ar_EG,EG,African,Angel Guzman,3
 Amy Ramos,ar_EG,EG,African,Amy Ramos,2
 David Garza IV,ar_EG,EG,African,David Garza IV,4
 Sarah Garza,ar_EG,EG,African,Sarah Garza,3
 Alexander Griffin,ar_EG,EG,African,Alexander Griffin,2
 Amber Rivera,ar_EG,EG,African,Amber Rivera,3
 Donald Zimmerman,ar_EG,EG,African,Donald Zimmerman,2
 Jill Morton,ar_EG,EG,African,Jill Morton,3
 Eric Bullock,ar_EG,EG,African,Eric Bullock,3
 Jesse Miller,ar_EG,EG,African,Jesse Miller,3
 Kathryn Daugherty MD,ar_EG,EG,African,Kathryn Daugherty MD,7
 Leonard Kim,ar_EG,EG,African,Leonard Kim,3
 Terri James,ar_EG,EG,African,Terri James,3
Joyce Arroyo,ar_EG,EG,African,Joyce Arroyo,5
 Samantha Cuevas,ar_EG,EG,African,Samantha Cuevas,5
 Lisa Villarreal,ar_EG,EG,African,Lisa Villarreal,4
 Joshua Myers,ar_EG,EG,African,Joshua Myers,3
 Peter Elliott,ar_EG,EG,African,Peter Elliott,2
 Phillip Reyes,ar_EG,EG,African,Phillip Reyes,3
 Paul Fowler,ar_EG,EG,African,Paul Fowler,2
 Jessica Mays,ar_EG,EG,African,Jessica Mays,3
 Natalie Bell,ar_EG,EG,African,Natalie Bell,4
 Curtis Johnson,ar_EG,EG,African,Curtis Johnson,4
 Jennifer Hayes,ar_EG,EG,African,Jennifer Hayes,2
 Danielle Bell,ar_EG,EG,African,Danielle Bell,3
Jerome Myers,ar_EG,EG,African,Jerome Myers,3
 Nicholas Walters,ar_EG,EG,African,Nicholas Walters,3
 Amanda Jones,ar_EG,EG,African,Amanda Jones,3
 Kimberly Wilson,ar_EG,EG,African,Kimberly Wilson,4
 Elizabeth Malone,ar_EG,EG,African,Elizabeth Malone,2
 Melissa Hernandez,ar_EG,EG,African,Melissa Hernandez,3
 Shane Marquez,ar_EG,EG,African,Shane Marquez,4
 Jared Thompson,ar_EG,EG,African,Jared Thompson,3
 Jennifer Yates,ar_EG,EG,African,Jennifer Yates,2
 Melissa Carter,ar_EG,EG,African,Melissa Carter,3
 Linda Jensen,ar_EG,EG,African,Linda Jensen,3
 Luke Smith,ar_EG,EG,African,Luke Smith,2
 Shannon Grant,ar_EG,EG,African,Shannon Grant,3
 Kimberly Perkins,ar_EG,EG,African,Kimberly Perkins,4
 David Ward,ar_EG,EG,African,David Ward,2
 Sandra Williams,ar_EG,EG,African,Sandra Williams,3
 Teresa Thomas,ar_EG,EG,African,Teresa Thomas,3
 Douglas Carlson,ar_EG,EG,African,Douglas Carlson,3
 Darryl Hoffman,ar_EG,EG,African,Darryl Hoffman,4
 Edward Franklin,ar_EG,EG,African,Edward Franklin,2
 Jamie Collins,ar_EG,EG,African,Jamie Collins,2
 Kelly Lawson,ar_EG,EG,African,Kelly Lawson,2
 Louis Medina,ar_EG,EG,African,Louis Medina,2
 Lindsay Williams,ar_EG,EG,African,Lindsay Williams,3
 William Rocha Jr.,ar_EG,EG,African,William Rocha Jr.,5
 Sabrina Moyer,ar_EG,EG,African,Sabrina Moyer,4
 Glenn Shaffer DDS,ar_EG,EG,African,Glenn Shaffer DDS,5
 Marc Gardner,ar_EG,EG,African,Marc Gardner,2
 Meredith Mckenzie,ar_EG,EG,African,Meredith Mckenzie,6
 Veronica Freeman,ar_EG,EG,African,Veronica Freeman,3
 Laura Peters,ar_EG,EG,African,Laura Peters,2
Adam Holt,ar_EG,EG,African,Adam Holt,2
 Joseph Christensen,ar_EG,EG,African,Joseph Christensen,3
 Keith Neal,ar_EG,EG,African,Keith Neal,2
 Heather Grimes,ar_EG,EG,African,Heather Grimes,4
 David Middleton,ar_EG,EG,African,David Middleton,2
 Sean Schwartz,ar_EG,EG,African,Sean Schwartz,2
 Robert Nunez,ar_EG,EG,African,Robert Nunez,4
 Caitlin Nichols,ar_EG,EG,African,Caitlin Nichols,4
 David Harvey,ar_EG,EG,African,David Harvey,2
Kathy Walker,ar_EG,EG,African,Kathy Walker,3
 Kayla Perkins,ar_EG,EG,African,Kayla Perkins,3
 John West,ar_EG,EG,African,John West,2
 Matthew Contreras,ar_EG,EG,African,Matthew Contreras,3
 Andrew Robertson,ar_EG,EG,African,Andrew Robertson,2
 Nicholas West,ar_EG,EG,African,Nicholas West,3
Kristen Moses,ar_EG,EG,African,Kristen Moses,3
 Craig Lee,ar_EG,EG,African,Craig Lee,2
 Sonya Martin PhD,ar_EG,EG,African,Sonya Martin PhD,4
 Eric Hines,ar_EG,EG,African,Eric Hines,3
 Nathaniel Rojas,ar_EG,EG,African,Nathaniel Rojas,5
 Mike Moore,ar_EG,EG,African,Mike Moore,2
 Bradley Underwood,ar_EG,EG,African,Bradley Underwood,4
 Thomas Hart,ar_EG,EG,African,Thomas Hart,2
Dawn Miller,ar_EG,EG,African,Dawn Miller,3
 Amy Scott,ar_EG,EG,African,Amy Scott,2
 Sean Trujillo,ar_EG,EG,African,Sean Trujillo,4
 Brittany Hansen,ar_EG,EG,African,Brittany Hansen,4
 Stephen Robertson,ar_EG,EG,African,Stephen Robertson,2
 Gregory Castillo,ar_EG,EG,African,Gregory Castillo,3
 Melinda Ward,ar_EG,EG,African,Melinda Ward,3
 Mrs. Amanda Jackson,ar_EG,EG,African,Amanda Jackson,3
 Gregory King,ar_EG,EG,African,Gregory King,3
 Paul Perez,ar_EG,EG,African,Paul Perez,2
 Dr. Lori Long,ar_EG,EG,African,Lori Long,3
 Jorge Phillips,ar_EG,EG,African,Jorge Phillips,3
 Gina Evans MD,ar_EG,EG,African,Gina Evans MD,4
 Melissa Sampson,ar_EG,EG,African,Melissa Sampson,4
 Carol Sandoval,ar_EG,EG,African,Carol Sandoval,4
 Mary Thomas,ar_EG,EG,African,Mary Thomas,2
 Robert Vega,ar_EG,EG,African,Robert Vega,2
 Ashley Jones,ar_EG,EG,African,Ashley Jones,3
 Gerald Lewis,ar_EG,EG,African,Gerald Lewis,3
 Carlos Alexander,ar_EG,EG,African,Carlos Alexander,2
 Reginald Barrera,ar_EG,EG,African,Reginald Barrera,5
Chris Parker,ar_EG,EG,African,Chris Parker,2
 Trevor Mooney,ar_EG,EG,African,Trevor Mooney,5
 William Harris,ar_EG,EG,African,William Harris,2
 Cynthia Davis,ar_EG,EG,African,Cynthia Davis,3
 Cheryl Cummings,ar_EG,EG,African,Cheryl Cummings,3
 Stephen Peters,ar_EG,EG,African,Stephen Peters,2
 Catherine Calderon,ar_EG,EG,African,Catherine Calderon,4
 Robert Schwartz,ar_EG,EG,African,Robert Schwartz,2
 Willie Howell,ar_EG,EG,African,Willie Howell,3
 Jared Gregory,ar_EG,EG,African,Jared Gregory,3
 Jessica Haynes,ar_EG,EG,African,Jessica Haynes,3
 John Mitchell,ar_EG,EG,African,John Mitchell,2
 Rachel Gray,ar_EG,EG,African,Rachel Gray,2
 Lisa Young,ar_EG,EG,African,Lisa Young,2
 Cynthia Scott,ar_EG,EG,African,Cynthia Scott,3
 Mr. Bruce Stewart,ar_EG,EG,African,Bruce Stewart,2
